               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  24,            0.022803,            0.010085,           0.0036937,             0.69165,             0.67748,             0.65218,             0.43582,            0.027593,           0.0059221,           0.0032514,            0.007723,            0.007723,            0.007723
                  25,            0.023067,           0.0097868,            0.003899,             0.72193,             0.76392,             0.72697,             0.46127,            0.022908,           0.0048422,           0.0026591,            0.007624,            0.007624,            0.007624
                  26,            0.022792,           0.0097832,           0.0037799,             0.65922,             0.74694,             0.75029,             0.47561,            0.027065,           0.0055363,           0.0027454,            0.007525,            0.007525,            0.007525
                  27,            0.024381,            0.010245,           0.0045154,             0.86689,             0.60959,              0.7644,              0.5032,            0.024338,           0.0052449,           0.0032056,            0.007426,            0.007426,            0.007426
                  28,            0.022563,            0.009806,           0.0037025,             0.83862,             0.67322,             0.81332,             0.57624,             0.02187,           0.0049344,           0.0038709,            0.007327,            0.007327,            0.007327
                  29,            0.022888,           0.0096813,           0.0044927,             0.72526,              0.6468,             0.72664,             0.49856,            0.025233,           0.0058007,           0.0056185,            0.007228,            0.007228,            0.007228
                  30,            0.024887,           0.0095845,           0.0026458,             0.83184,             0.69352,             0.78719,              0.5316,            0.022872,             0.00477,           0.0021397,            0.007129,            0.007129,            0.007129
                  31,            0.022489,           0.0093099,           0.0029664,             0.73117,             0.73642,              0.7652,             0.49808,             0.02399,           0.0051223,           0.0033787,             0.00703,             0.00703,             0.00703
                  32,            0.023215,           0.0092616,            0.003094,             0.83492,             0.69841,             0.76305,             0.51554,            0.023012,             0.00491,            0.002811,            0.006931,            0.006931,            0.006931
                  33,            0.021927,           0.0095811,           0.0044494,             0.63888,             0.68983,             0.68096,             0.44234,            0.028851,           0.0059826,           0.0033805,            0.006832,            0.006832,            0.006832
                  34,            0.019303,           0.0094771,           0.0033958,             0.84573,             0.68766,              0.7209,             0.48671,            0.020875,           0.0047793,           0.0022808,            0.006733,            0.006733,            0.006733
                  35,            0.020845,           0.0091821,           0.0026354,             0.68619,             0.75298,             0.74237,             0.46762,            0.022646,           0.0050843,           0.0023031,            0.006634,            0.006634,            0.006634
                  36,             0.02193,           0.0091698,           0.0041346,             0.64817,               0.674,             0.66657,             0.45309,            0.027227,           0.0062183,           0.0038863,            0.006535,            0.006535,            0.006535
                  37,            0.021172,           0.0090828,           0.0035461,             0.67401,             0.72744,             0.78449,             0.52588,            0.022589,           0.0044922,            0.002127,            0.006436,            0.006436,            0.006436
                  38,            0.020116,           0.0091562,           0.0030084,             0.73984,             0.75378,             0.79736,               0.553,             0.02216,            0.004844,           0.0019588,            0.006337,            0.006337,            0.006337
                  39,            0.021238,           0.0092973,           0.0027574,             0.76865,              0.7371,             0.78656,             0.51206,            0.023071,           0.0050144,           0.0021657,            0.006238,            0.006238,            0.006238
                  40,              0.0201,           0.0091166,           0.0033335,             0.79309,             0.76113,             0.81477,             0.56247,            0.023965,            0.004597,           0.0032316,            0.006139,            0.006139,            0.006139
                  41,            0.020029,           0.0091433,           0.0029248,             0.72239,              0.7498,             0.80725,             0.56599,            0.022376,           0.0047917,           0.0019409,             0.00604,             0.00604,             0.00604
                  42,            0.020915,            0.008786,           0.0027257,             0.77676,             0.77014,             0.81101,             0.53466,            0.023817,           0.0050268,           0.0023915,            0.005941,            0.005941,            0.005941
                  43,            0.020166,           0.0088457,           0.0024833,             0.75444,             0.72498,             0.79035,              0.5305,            0.021467,            0.004944,           0.0018546,            0.005842,            0.005842,            0.005842
                  44,            0.019146,            0.008823,           0.0030227,             0.80838,             0.80745,             0.80844,             0.52723,            0.023035,           0.0049138,           0.0027526,            0.005743,            0.005743,            0.005743
                  45,            0.019592,           0.0086834,           0.0025503,             0.84293,             0.74832,             0.83586,             0.58517,            0.021496,           0.0044484,           0.0023218,            0.005644,            0.005644,            0.005644
                  46,            0.019919,           0.0087185,           0.0020306,             0.76036,             0.73047,             0.79475,             0.53829,            0.021863,           0.0048872,           0.0021825,            0.005545,            0.005545,            0.005545
                  47,            0.019693,           0.0086509,           0.0022763,             0.80205,             0.81655,              0.8347,             0.58462,             0.02154,           0.0045829,           0.0018168,            0.005446,            0.005446,            0.005446
                  48,            0.019029,           0.0086767,           0.0020506,             0.77402,             0.80558,             0.84208,              0.5708,            0.021514,           0.0047909,            0.002574,            0.005347,            0.005347,            0.005347
                  49,            0.018802,             0.00842,           0.0021388,             0.86768,             0.79132,             0.85189,             0.60119,            0.020643,            0.004425,           0.0019159,            0.005248,            0.005248,            0.005248
                  50,            0.017926,           0.0084247,           0.0015994,             0.84152,              0.8097,             0.87444,              0.5867,            0.020252,           0.0042783,           0.0015801,            0.005149,            0.005149,            0.005149
                  51,            0.018889,           0.0083439,           0.0016106,             0.82676,             0.78461,             0.82538,             0.57807,            0.020182,           0.0046928,            0.002369,             0.00505,             0.00505,             0.00505
                  52,             0.01823,           0.0081056,           0.0019625,             0.83298,             0.81317,             0.86306,             0.61658,            0.020748,           0.0043969,           0.0023719,            0.004951,            0.004951,            0.004951
                  53,            0.018469,           0.0082642,           0.0024504,             0.72836,             0.82668,             0.82213,              0.5798,            0.021806,           0.0045502,           0.0020796,            0.004852,            0.004852,            0.004852
                  54,            0.017912,           0.0082696,           0.0018516,             0.81847,             0.83538,             0.85456,             0.58995,            0.021024,           0.0041875,           0.0021387,            0.004753,            0.004753,            0.004753
                  55,            0.017302,           0.0081009,           0.0017993,             0.77715,             0.83065,             0.85272,             0.58222,            0.020891,           0.0042003,           0.0020162,            0.004654,            0.004654,            0.004654
                  56,             0.01737,           0.0081653,            0.002608,             0.81998,             0.78714,              0.8718,             0.58981,             0.02142,           0.0045617,           0.0028695,            0.004555,            0.004555,            0.004555
                  57,            0.017157,           0.0079887,           0.0019815,             0.82661,             0.76522,             0.81051,             0.56987,            0.024166,           0.0048317,           0.0030874,            0.004456,            0.004456,            0.004456
                  58,            0.018689,           0.0080633,           0.0019137,             0.84917,             0.80179,             0.85362,             0.58545,            0.021957,           0.0045437,           0.0015631,            0.004357,            0.004357,            0.004357
                  59,            0.017617,           0.0081199,           0.0019257,             0.73601,             0.78364,             0.80255,             0.56548,            0.022785,           0.0046553,            0.003006,            0.004258,            0.004258,            0.004258
                  60,            0.017466,           0.0078667,            0.001885,             0.81021,              0.7846,             0.85127,             0.59957,            0.021415,           0.0042847,           0.0018441,            0.004159,            0.004159,            0.004159
                  61,            0.018578,           0.0078552,           0.0023186,             0.83143,              0.8237,             0.85884,             0.57081,            0.023006,           0.0042787,           0.0020641,             0.00406,             0.00406,             0.00406
                  62,            0.018292,           0.0080501,           0.0015619,             0.78857,             0.81456,             0.81594,             0.58989,            0.021529,           0.0043421,           0.0023155,            0.003961,            0.003961,            0.003961
                  63,            0.016845,            0.007787,           0.0012882,             0.80031,             0.82966,              0.8888,             0.63416,            0.019758,           0.0044005,           0.0018035,            0.003862,            0.003862,            0.003862
                  64,            0.017117,            0.007713,           0.0017318,             0.80828,             0.80348,             0.85903,              0.5784,            0.021437,           0.0046311,           0.0018178,            0.003763,            0.003763,            0.003763
                  65,            0.016127,           0.0077103,           0.0021998,             0.74345,             0.85884,             0.86391,              0.6185,            0.021414,           0.0043956,           0.0019891,            0.003664,            0.003664,            0.003664
                  66,            0.016473,           0.0075615,           0.0015766,             0.83076,             0.76914,             0.83193,             0.58531,            0.021569,           0.0042933,           0.0020206,            0.003565,            0.003565,            0.003565
                  67,            0.015727,           0.0076775,           0.0016408,             0.89239,             0.74292,             0.88407,              0.6279,            0.020323,           0.0042138,           0.0017371,            0.003466,            0.003466,            0.003466
                  68,            0.015987,            0.007755,            0.001661,             0.82825,             0.80559,              0.8474,             0.60958,            0.020793,           0.0045226,            0.002408,            0.003367,            0.003367,            0.003367
                  69,            0.015408,           0.0076677,           0.0017871,             0.87706,             0.75626,             0.85678,             0.61044,            0.020114,           0.0043949,           0.0018632,            0.003268,            0.003268,            0.003268
                  70,            0.016459,            0.007938,           0.0021682,             0.83676,             0.80944,             0.86642,             0.62068,            0.020701,           0.0047072,           0.0022506,            0.003169,            0.003169,            0.003169
                  71,            0.015078,           0.0074638,             0.00205,             0.82081,             0.84716,             0.87835,             0.61869,            0.020777,           0.0042909,           0.0019576,             0.00307,             0.00307,             0.00307
                  72,            0.015716,           0.0075319,           0.0012982,             0.77257,             0.83439,             0.86101,             0.61873,            0.020526,           0.0043656,           0.0016516,            0.002971,            0.002971,            0.002971
                  73,            0.015917,           0.0075653,           0.0020209,               0.811,             0.86065,             0.86841,             0.61982,            0.020197,           0.0041904,           0.0019879,            0.002872,            0.002872,            0.002872
                  74,            0.015209,            0.007481,            0.001352,             0.84524,             0.83187,              0.8812,             0.62841,             0.01965,           0.0042382,           0.0017863,            0.002773,            0.002773,            0.002773
                  75,            0.015271,           0.0073435,           0.0012072,             0.75054,             0.83396,              0.8549,             0.59973,            0.020434,           0.0044421,            0.002219,            0.002674,            0.002674,            0.002674
                  76,            0.015253,           0.0075767,           0.0011422,             0.80256,             0.83238,             0.88335,             0.64175,            0.019671,           0.0041429,           0.0023158,            0.002575,            0.002575,            0.002575
                  77,            0.015317,           0.0074341,           0.0016045,              0.8611,             0.82751,              0.8777,             0.62167,            0.021226,           0.0043524,           0.0018852,            0.002476,            0.002476,            0.002476
                  78,            0.015374,           0.0072627,           0.0016362,             0.80862,             0.82702,             0.86396,             0.63272,            0.019515,           0.0040894,           0.0019281,            0.002377,            0.002377,            0.002377
                  79,            0.013899,           0.0071976,           0.0012042,             0.84981,             0.87496,             0.89835,             0.62702,            0.020656,            0.004097,           0.0017563,            0.002278,            0.002278,            0.002278
                  80,            0.014364,           0.0071251,           0.0012941,             0.78749,             0.81919,             0.86579,             0.64207,            0.019117,           0.0041474,           0.0019985,            0.002179,            0.002179,            0.002179
                  81,              0.0155,            0.007175,           0.0011119,             0.80244,             0.83126,             0.88069,             0.65691,            0.019017,           0.0040475,           0.0017188,             0.00208,             0.00208,             0.00208
                  82,            0.014883,            0.007109,           0.0015587,             0.81434,             0.86374,             0.88556,             0.63022,            0.019308,           0.0040439,            0.001563,            0.001981,            0.001981,            0.001981
                  83,            0.013674,           0.0071323,           0.0010615,              0.8392,             0.84581,             0.87085,             0.64595,             0.01856,               0.004,           0.0016444,            0.001882,            0.001882,            0.001882
                  84,            0.014213,           0.0069168,          0.00081959,             0.86285,             0.80601,             0.88628,             0.64809,            0.018807,           0.0040491,            0.001645,            0.001783,            0.001783,            0.001783
                  85,             0.01479,           0.0069869,           0.0010168,             0.85257,             0.81852,             0.89343,             0.65045,            0.019999,           0.0041804,            0.001919,            0.001684,            0.001684,            0.001684
                  86,            0.014013,           0.0067285,          0.00080203,             0.84107,             0.81097,             0.88754,             0.64066,            0.019716,           0.0041554,           0.0017003,            0.001585,            0.001585,            0.001585
                  87,            0.013224,           0.0068897,           0.0010608,             0.79336,             0.78567,             0.85121,             0.63165,            0.019512,           0.0040577,           0.0019055,            0.001486,            0.001486,            0.001486
                  88,            0.012543,           0.0070138,          0.00090807,             0.83549,             0.78782,              0.8498,             0.62284,            0.019304,           0.0042091,           0.0020222,            0.001387,            0.001387,            0.001387
                  89,            0.014182,           0.0068074,           0.0008071,             0.88854,             0.82946,             0.88884,             0.63595,            0.018951,           0.0041325,           0.0019891,            0.001288,            0.001288,            0.001288
                  90,            0.012817,           0.0069443,          0.00080646,             0.85256,             0.80703,             0.86479,              0.6214,            0.019132,           0.0041396,           0.0019651,            0.001189,            0.001189,            0.001189
                  91,            0.013379,           0.0068652,           0.0012202,             0.89262,             0.82851,             0.86997,             0.63842,            0.019244,           0.0040576,           0.0018142,             0.00109,             0.00109,             0.00109
                  92,            0.013288,            0.006766,           0.0011304,             0.88485,             0.83467,             0.88545,             0.63783,            0.019142,           0.0040607,           0.0018715,            0.000991,            0.000991,            0.000991
                  93,            0.013007,           0.0066421,           0.0010226,             0.87734,             0.82795,              0.8869,             0.63702,            0.019049,           0.0040099,           0.0016792,            0.000892,            0.000892,            0.000892
                  94,            0.012273,           0.0066627,          0.00076184,             0.85857,             0.80689,             0.87108,             0.63039,            0.019415,           0.0040787,           0.0017419,            0.000793,            0.000793,            0.000793
                  95,            0.012951,           0.0065437,          0.00092126,             0.86242,             0.82125,             0.86989,             0.62372,            0.019662,           0.0040862,           0.0019189,            0.000694,            0.000694,            0.000694
                  96,            0.012279,           0.0065762,          0.00070795,             0.87628,              0.8193,             0.86758,             0.62991,            0.020037,           0.0040802,             0.00197,            0.000595,            0.000595,            0.000595
                  97,            0.012356,           0.0064001,          0.00087061,             0.86056,             0.82049,             0.86636,              0.6325,            0.020195,           0.0041004,           0.0020525,            0.000496,            0.000496,            0.000496
                  98,            0.012081,           0.0066101,          0.00063564,             0.85843,             0.82414,             0.86215,             0.63261,            0.019561,           0.0040725,           0.0020825,            0.000397,            0.000397,            0.000397
                  99,            0.012046,           0.0064904,          0.00082826,             0.85718,             0.82246,             0.86133,             0.62989,            0.019272,           0.0040592,           0.0021111,            0.000298,            0.000298,            0.000298
